resource_name,resource_type,location,owner,environment,cost_center,created_date,last_modified_date,tags,subscription_id,resource_group_name,resource_id,sku,status,provisioning_state,managed_by,monthly_cost,compliance_status,backup_enabled,monitoring_enabled,security_group,public_ip_enabled,encryption_status,identity_type,migration_wave,migration_status,on_premises_server,dependencies
cidevpattern34,Microsoft.ContainerInstance/containerGroups,westus,Milhouse,dev,NUCLEAR_OPS,2024-09-08,2024-12-12,"Environment=dev,Owner=Milhouse,CostCenter=NUCLEAR_OPS",a1b2c3d4-e5f6-7890-abcd-ef1234567890,rg-dev-milhouse,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/rg-dev-milhouse/providers/Microsoft.ContainerInstance/containerGroups/cidevpattern34,Premium,Updating,Succeeded,,511.26,Compliant,enabled,False,nsg-dev-6,no,Enabled,None,Wave 2,completed,SPNF-MONEY-528,
vm-STAGING-oil-986,Microsoft.Compute/virtualMachines,eastus,Bart,STAGING,NUCLEAR_OPS,2024-11-03,2025-05-12,"env=staging,owner=bart,department=nuclear",a1b2c3d4-e5f6-7890-abcd-ef1234567890,springfield-STAGING-resources,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/springfield-STAGING-resources/providers/Microsoft.Compute/virtualMachines/vm-STAGING-oil-986,Standard_D4s_v3,Stopped,Succeeded,,880.55,compliant,True,yes,nsg-STAGING-9,0,Enabled,UserAssigned,WAVE 2,Complete,SPNF-MAGAZINE-142,
springfield-lb-stuff-dev,Microsoft.Network/loadBalancers,East US,Homer,dev,CC002,2023-11-13,2025-01-07,,a1b2c3d4-e5f6-7890-abcd-ef1234567890,resourcegroup-dev-middle,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/resourcegroup-dev-middle/providers/Microsoft.Network/loadBalancers/springfield-lb-stuff-dev,Premium,STOPPED,succeeded,,240.36,N/A,False,True,nsg-dev-9,1,Disabled,UserAssigned,Wave 4,Failed,SPNF-QUALITY-920,
nsg-dev-artist-789,Microsoft.Network/networkSecurityGroups,eastus,Marge,dev,CC003,2025-02-06,2025-02-07,Environment:dev;Owner:Marge;Project:Migration,b2c3d4e5-f6g7-8901-bcde-f12345678901,Marge-dev-rg,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/Marge-dev-rg/providers/Microsoft.Network/networkSecurityGroups/nsg-dev-artist-789,Standard,Updating,Succeeded,,3.93,Compliant,True,disabled,,enabled,enabled,system-assigned,Wave 4,IN PROGRESS,SPNF-ITSELF-895,
nsgdevthousand68,Microsoft.Network/networkSecurityGroups,east-us,Bart,dev,nuclear-ops,2023-12-10,2025-01-05,,c3d4e5f6-g7h8-9012-cdef-123456789012,RG-DEV-BART,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/RG-DEV-BART/providers/Microsoft.Network/networkSecurityGroups/nsgdevthousand68,Basic,running,succeeded,,6.97,,1,False,nsg-dev-2,true,,None,Wave 4,IN PROGRESS,SPNF-LOSE-901,
springfield-vnet-prepare-staging,Microsoft.Network/virtualNetworks,westus,Homer,staging,CC001,2023-07-06,2023-07-11,Environment:staging;Owner:Homer;Project:Migration,a1b2c3d4-e5f6-7890-abcd-ef1234567890,springfield-staging-resources,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/springfield-staging-resources/providers/Microsoft.Network/virtualNetworks/springfield-vnet-prepare-staging,Basic,Failed,Failed,,42.45,compliant,1,enabled,,true,enabled,None,WAVE 2,not started,SPNF-NIGHT-049,res-ok-460
cosmosuatactually31,Microsoft.DocumentDB/databaseAccounts,uk-south,Homer,uat,CC003,2025-03-16,2025-06-07,"Environment=uat,Owner=Homer,CostCenter=CC003",b2c3d4e5-f6g7-8901-bcde-f12345678901,springfield-uat-resources,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/springfield-uat-resources/providers/Microsoft.DocumentDB/databaseAccounts/cosmosuatactually31,Basic,Stopped,succeeded,,543.68,Non-Compliant,false,no,nsg-uat-4,no,Not Configured,SystemAssigned,Wave 2,IN PROGRESS,SPNF-SURE-422,
hullplc-lb-379,Microsoft.Network/loadBalancers,East US,Marge,test,NUCLEAR_OPS,2023-12-28,2024-05-25,"owner=Marge,env=test,cost_center=NUCLEAR_OPS,backup=required",b2c3d4e5-f6g7-8901-bcde-f12345678901,resourcegroup-test-church,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/resourcegroup-test-church/providers/Microsoft.Network/loadBalancers/hullplc-lb-379,Basic,Updating,succeeded,,299.04,N/A,0,1,nsg-test-3,enabled,Disabled,system-assigned,WAVE 2,Failed,,"res-president-121,res-new-712,res-entire-218"
kv-dev-teacher-967,Microsoft.KeyVault/vaults,east-us,Lisa,dev,CC001,2024-09-04,2024-12-07,Environment:dev;Owner:Lisa;Project:Migration,a1b2c3d4-e5f6-7890-abcd-ef1234567890,resourcegroup-dev-machine,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/resourcegroup-dev-machine/providers/Microsoft.KeyVault/vaults/kv-dev-teacher-967,Basic,Failed,Succeeded,,18.07,Compliant,no,yes,nsg-dev-5,yes,Not Configured,SystemAssigned,Wave 2,InProgress,SPNF-SAME-432,
vnet-staging-draw-758,Microsoft.Network/virtualNetworks,East US,Homer,staging,CC003,2023-07-18,2023-09-28,,a1b2c3d4-e5f6-7890-abcd-ef1234567890,rg-staging-homer,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/rg-staging-homer/providers/Microsoft.Network/virtualNetworks/vnet-staging-draw-758,Premium,Updating,InProgress,,59.83,compliant,1,0,nsg-staging-10,True,Disabled,system-assigned,Wave 4,IN PROGRESS,SPNF-INTO-888,res-hundred-820
cosmos-Test-huge-922,Microsoft.DocumentDB/databaseAccounts,UK South,Marge,Test,,2023-08-27,2024-09-18,"Environment=Test,Owner=Marge,CostCenter=",b2c3d4e5-f6g7-8901-bcde-f12345678901,rg-Test-marge,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/rg-Test-marge/providers/Microsoft.DocumentDB/databaseAccounts/cosmos-Test-huge-922,Standard,STOPPED,Succeeded,,593.4,,yes,enabled,nsg-Test-9,false,Disabled,SystemAssigned,wave1,not started,,
saqaleader3,Microsoft.Storage/storageAccounts,Springfield,Apu,qa,,2025-05-19,2025-06-13,"env=qa,owner=apu,department=nuclear",c3d4e5f6-g7h8-9012-cdef-123456789012,Apu-qa-rg,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/Apu-qa-rg/providers/Microsoft.Storage/storageAccounts/saqaleader3,Standard_LRS,running,InProgress,,46.16,Compliant,0,true,nsg-qa-3,1,Enabled,None,Wave 4,Complete,,"res-wide-173,res-and-293,res-drug-148"
sa-test-development-418,Microsoft.Storage/storageAccounts,uk-south,Marge,test,CC002,2024-12-06,2025-03-24,,a1b2c3d4-e5f6-7890-abcd-ef1234567890,rg-test-marge,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/rg-test-marge/providers/Microsoft.Storage/storageAccounts/sa-test-development-418,Premium_LRS,Updating,Succeeded,,74.21,UNKNOWN,no,yes,nsg-test-2,true,Disabled,UserAssigned,wave1,not started,,
sa-Dev-way-476,Microsoft.Storage/storageAccounts,UK South,Homer,Dev,CC001,2024-09-21,2024-11-15,,b2c3d4e5-f6g7-8901-bcde-f12345678901,RG-DEV-HOMER,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/RG-DEV-HOMER/providers/Microsoft.Storage/storageAccounts/sa-Dev-way-476,Standard_LRS,Failed,Succeeded,,32.17,NonCompliant,True,yes,nsg-Dev-8,false,,UserAssigned,Wave 2,Complete,SPNF-SOLDIER-173,"res-tend-976,res-seem-434,res-tend-985"
vmSTAGINGwoman38,Microsoft.Compute/virtualMachines,uksouth,Milhouse,STAGING,CC001,2025-04-13,2025-05-20,"owner=Milhouse,env=STAGING,cost_center=CC001,backup=required",b2c3d4e5-f6g7-8901-bcde-f12345678901,resourcegroup-STAGING-they,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/resourcegroup-STAGING-they/providers/Microsoft.Compute/virtualMachines/vmSTAGINGwoman38,STANDARD_D2S_V3,STOPPED,succeeded,,499.66,,False,disabled,nsg-STAGING-5,true,Disabled,SystemAssigned,Wave 3,NotStarted,SPNF-RESEARCH-126,"res-watch-570,res-now-287,res-glass-900"
springfield-ci-sister-PROD,Microsoft.ContainerInstance/containerGroups,UK South,Ned,PROD,CC003,2023-08-23,2024-09-14,"owner=Ned,env=PROD,cost_center=CC003,backup=required",a1b2c3d4-e5f6-7890-abcd-ef1234567890,resourcegroup-PROD-shake,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/resourcegroup-PROD-shake/providers/Microsoft.ContainerInstance/containerGroups/springfield-ci-sister-PROD,Premium,Stopped,succeeded,,2305.27,compliant,true,True,nsg-PROD-1,disabled,Not Configured,SystemAssigned,Wave 1,IN PROGRESS,,
lb-development-skill-898,Microsoft.Network/loadBalancers,East US,Homer,development,CC001,2024-10-06,2025-06-01,Environment:development;Owner:Homer;Project:Migration,c3d4e5f6-g7h8-9012-cdef-123456789012,Homer-development-rg,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/Homer-development-rg/providers/Microsoft.Network/loadBalancers/lb-development-skill-898,Basic,Running,InProgress,,292.31,UNKNOWN,disabled,no,nsg-development-1,false,Not Configured,None,Wave 2,Failed,,"res-physical-697,res-industry-944"
appprodgeneral39,Microsoft.Web/sites,Springfield,Bart,prod,nuclear-ops,2024-08-26,2025-01-18,,b2c3d4e5-f6g7-8901-bcde-f12345678901,rg-prod-bart,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/rg-prod-bart/providers/Microsoft.Web/sites/appprodgeneral39,Premium,Updating,Failed,,68.13,,1,false,nsg-prod-10,enabled,Not Configured,UserAssigned,wave1,InProgress,SPNF-LAY-580,
cosmostestresponse96,Microsoft.DocumentDB/databaseAccounts,Shelbyville,Homer,test,NUCLEAR_OPS,2024-12-28,2025-01-11,"owner=Homer,env=test,cost_center=NUCLEAR_OPS,backup=required",a1b2c3d4-e5f6-7890-abcd-ef1234567890,springfield-test-resources,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/springfield-test-resources/providers/Microsoft.DocumentDB/databaseAccounts/cosmostestresponse96,Basic,Failed,Failed,,855.28,Compliant,enabled,disabled,nsg-test-9,0,Enabled,system-assigned,WAVE 2,IN PROGRESS,SPNF-BEAUTIFUL-054,"res-executive-443,res-class-865"
vnet-prod-husband-478,Microsoft.Network/virtualNetworks,Springfield,Lisa,prod,CC001,2023-06-28,2024-02-22,"Environment=prod,Owner=Lisa,CostCenter=CC001",b2c3d4e5-f6g7-8901-bcde-f12345678901,Lisa-prod-rg,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/Lisa-prod-rg/providers/Microsoft.Network/virtualNetworks/vnet-prod-husband-478,Basic,Updating,InProgress,,10.72,Non-Compliant,no,false,nsg-prod-1,False,Not Configured,SystemAssigned,Wave 2,InProgress,,
springfield-vm-sort-STAGING,Microsoft.Compute/virtualMachines,Shelbyville,Marge,STAGING,CC002,2024-06-06,2025-01-08,"Environment=STAGING,Owner=Marge,CostCenter=CC002",a1b2c3d4-e5f6-7890-abcd-ef1234567890,Marge-STAGING-rg,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/Marge-STAGING-rg/providers/Microsoft.Compute/virtualMachines/springfield-vm-sort-STAGING,Standard_B2s,Failed,Succeeded,,419.74,NonCompliant,False,false,nsg-STAGING-10,0,Enabled,system-assigned,wave1,NotStarted,,
springfield-sa-involve-test,Microsoft.Storage/storageAccounts,east-us,Homer,test,CC001,2023-09-04,2024-12-10,Environment:test;Owner:Homer;Project:Migration,a1b2c3d4-e5f6-7890-abcd-ef1234567890,rg-test-homer,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/rg-test-homer/providers/Microsoft.Storage/storageAccounts/springfield-sa-involve-test,Standard_LRS,Failed,succeeded,,46.15,NonCompliant,1,False,nsg-test-10,true,Not Configured,system-assigned,Wave 4,completed,SPNF-PIECE-636,
vm-STAGING-still-602,Microsoft.Compute/virtualMachines,uksouth,Marge,STAGING,NUCLEAR_OPS,2023-08-28,2025-03-13,,c3d4e5f6-g7h8-9012-cdef-123456789012,rg-STAGING-marge,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/rg-STAGING-marge/providers/Microsoft.Compute/virtualMachines/vm-STAGING-still-602,Standard_B2s,running,Failed,,336.81,compliant,no,1,nsg-STAGING-10,0,Disabled,UserAssigned,Wave 2,completed,,
armstrongandsons-nsg-151,Microsoft.Network/networkSecurityGroups,Shelbyville,Lisa,Dev,NUCLEAR_OPS,2024-04-14,2024-08-23,"owner=Lisa,env=Dev,cost_center=NUCLEAR_OPS,backup=required",b2c3d4e5-f6g7-8901-bcde-f12345678901,resourcegroup-Dev-reveal,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/resourcegroup-Dev-reveal/providers/Microsoft.Network/networkSecurityGroups/armstrongandsons-nsg-151,Premium,Running,Failed,,1.15,NonCompliant,enabled,true,nsg-Dev-4,False,Disabled,SystemAssigned,Wave 3,InProgress,SPNF-CHAIR-712,
springfield-cosmos-executive-uat,Microsoft.DocumentDB/databaseAccounts,Shelbyville,Marge,uat,nuclear-ops,2024-05-16,2025-01-03,"Environment=uat,Owner=Marge,CostCenter=nuclear-ops",b2c3d4e5-f6g7-8901-bcde-f12345678901,RG-UAT-MARGE,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/RG-UAT-MARGE/providers/Microsoft.DocumentDB/databaseAccounts/springfield-cosmos-executive-uat,Standard,Updating,Succeeded,,521.13,Compliant,False,False,nsg-uat-4,False,Not Configured,None,WAVE 2,Failed,,
nsgdevstay72,Microsoft.Network/networkSecurityGroups,Shelbyville,Homer,dev,nuclear-ops,2024-07-13,2025-02-28,"env=dev,owner=homer,department=nuclear",a1b2c3d4-e5f6-7890-abcd-ef1234567890,springfield-dev-resources,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/springfield-dev-resources/providers/Microsoft.Network/networkSecurityGroups/nsgdevstay72,Premium,Running,Succeeded,,3.98,compliant,True,False,nsg-dev-3,no,,UserAssigned,Wave 2,InProgress,,res-practice-22
lbqalot44,Microsoft.Network/loadBalancers,Shelbyville,Bart,qa,nuclear-ops,2025-04-07,2025-06-06,,a1b2c3d4-e5f6-7890-abcd-ef1234567890,resourcegroup-qa-go,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/resourcegroup-qa-go/providers/Microsoft.Network/loadBalancers/lbqalot44,Premium,STOPPED,Failed,,566.9,,disabled,1,nsg-qa-2,false,Disabled,UserAssigned,Wave 2,InProgress,SPNF-HUSBAND-712,
lbqatraining98,Microsoft.Network/loadBalancers,East US,Homer,qa,CC003,2024-11-10,2025-01-01,,a1b2c3d4-e5f6-7890-abcd-ef1234567890,resourcegroup-qa-trade,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/resourcegroup-qa-trade/providers/Microsoft.Network/loadBalancers/lbqatraining98,Standard,Running,InProgress,,265.03,,enabled,disabled,nsg-qa-4,false,Not Configured,SystemAssigned,Wave 2,not started,SPNF-FIRST-904,
springfield-nsg-yourself-STAGING,Microsoft.Network/networkSecurityGroups,East US,Marge,STAGING,,2024-02-05,2025-06-10,Environment:STAGING;Owner:Marge;Project:Migration,b2c3d4e5-f6g7-8901-bcde-f12345678901,Marge-STAGING-rg,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/Marge-STAGING-rg/providers/Microsoft.Network/networkSecurityGroups/springfield-nsg-yourself-STAGING,Premium,Failed,succeeded,,12.76,,disabled,true,nsg-STAGING-4,0,Disabled,system-assigned,Wave 2,Complete,SPNF-MILITARY-387,
bennett-velasquez-vnet-303,Microsoft.Network/virtualNetworks,East US,Homer,development,CC003,2024-04-02,2024-06-29,Environment:development;Owner:Homer;Project:Migration,a1b2c3d4-e5f6-7890-abcd-ef1234567890,springfield-development-resources,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/springfield-development-resources/providers/Microsoft.Network/virtualNetworks/bennett-velasquez-vnet-303,Standard,Updating,InProgress,,24.17,UNKNOWN,1,1,nsg-development-8,no,enabled,system-assigned,Wave 1,InProgress,SPNF-WORK-272,
sa-Dev-organization-526,Microsoft.Storage/storageAccounts,Shelbyville,Ned,Dev,CC002,2024-06-16,2025-06-17,Environment:Dev;Owner:Ned;Project:Migration,a1b2c3d4-e5f6-7890-abcd-ef1234567890,rg-Dev-ned,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/rg-Dev-ned/providers/Microsoft.Storage/storageAccounts/sa-Dev-organization-526,Standard_LRS,Failed,Succeeded,,59.14,compliant,False,no,nsg-Dev-5,False,,UserAssigned,WAVE 2,IN PROGRESS,SPNF-SECTION-268,
nsg-Test-determine-842,Microsoft.Network/networkSecurityGroups,UK South,Apu,Test,,2025-03-03,2025-05-21,"owner=Apu,env=Test,cost_center=,backup=required",c3d4e5f6-g7h8-9012-cdef-123456789012,RG-TEST-APU,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/RG-TEST-APU/providers/Microsoft.Network/networkSecurityGroups/nsg-Test-determine-842,Premium,Stopped,Failed,,14.47,Non-Compliant,0,False,nsg-Test-9,0,Not Configured,None,Wave 1,Complete,SPNF-REPORT-440,"res-money-428,res-chair-215,res-property-450"
ci-dev-floor-592,Microsoft.ContainerInstance/containerGroups,UK South,Marge,dev,,2024-09-30,2025-04-04,,b2c3d4e5-f6g7-8901-bcde-f12345678901,resourcegroup-dev-list,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/resourcegroup-dev-list/providers/Microsoft.ContainerInstance/containerGroups/ci-dev-floor-592,Standard,Updating,succeeded,,283.73,UNKNOWN,enabled,yes,nsg-dev-1,disabled,Enabled,UserAssigned,Wave 2,Complete,SPNF-PASS-819,
"barnes,johnsonandschmitt-cosmos-66",Microsoft.DocumentDB/databaseAccounts,Springfield,Milhouse,Test,nuclear-ops,2025-05-19,2025-06-14,Environment:Test;Owner:Milhouse;Project:Migration,a1b2c3d4-e5f6-7890-abcd-ef1234567890,resourcegroup-Test-science,"/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/resourcegroup-Test-science/providers/Microsoft.DocumentDB/databaseAccounts/barnes,johnsonandschmitt-cosmos-66",Basic,Updating,InProgress,,138.58,Compliant,enabled,True,,disabled,Not Configured,SystemAssigned,Wave 2,InProgress,,"res-phone-211,res-pull-239"
ciprodbed67,Microsoft.ContainerInstance/containerGroups,uk-south,Marge,prod,nuclear-ops,2024-11-07,2024-11-24,Environment:prod;Owner:Marge;Project:Migration,b2c3d4e5-f6g7-8901-bcde-f12345678901,RG-PROD-MARGE,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/RG-PROD-MARGE/providers/Microsoft.ContainerInstance/containerGroups/ciprodbed67,Standard,Stopped,succeeded,,605.21,Compliant,1,False,,False,enabled,system-assigned,WAVE 2,IN PROGRESS,SPNF-ORDER-619,
cosmosstagingresearch59,Microsoft.DocumentDB/databaseAccounts,uksouth,Marge,staging,CC002,2024-05-23,2024-08-13,,b2c3d4e5-f6g7-8901-bcde-f12345678901,rg-staging-marge,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/rg-staging-marge/providers/Microsoft.DocumentDB/databaseAccounts/cosmosstagingresearch59,Premium,running,Failed,,1087.27,NonCompliant,0,0,nsg-staging-1,false,enabled,system-assigned,Wave 3,IN PROGRESS,SPNF-ACTION-812,
"burgess,grantandwatts-sql-751",Microsoft.Sql/servers,UK South,Homer,Test,nuclear-ops,2024-06-04,2024-10-27,Environment:Test;Owner:Homer;Project:Migration,c3d4e5f6-g7h8-9012-cdef-123456789012,RG-TEST-HOMER,"/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/RG-TEST-HOMER/providers/Microsoft.Sql/servers/burgess,grantandwatts-sql-751",Basic,Updating,Succeeded,,555.42,,True,yes,nsg-Test-9,yes,Enabled,UserAssigned,Wave 4,Failed,SPNF-INCLUDE-567,
"vaughn,hernandezandcuevas-sa-420",Microsoft.Storage/storageAccounts,westus,Marge,prod,CC003,2023-09-13,2024-04-29,"owner=Marge,env=prod,cost_center=CC003,backup=required",a1b2c3d4-e5f6-7890-abcd-ef1234567890,springfield-prod-resources,"/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/springfield-prod-resources/providers/Microsoft.Storage/storageAccounts/vaughn,hernandezandcuevas-sa-420",Standard_LRS,Updating,Succeeded,,40.49,N/A,0,1,nsg-prod-7,False,Not Configured,SystemAssigned,Wave 1,Complete,,"res-just-687,res-wife-767"
"thomas,collinsandgibson-sa-973",Microsoft.Storage/storageAccounts,westus,Marge,prod,nuclear-ops,2024-08-01,2025-02-04,"Environment=prod,Owner=Marge,CostCenter=nuclear-ops",b2c3d4e5-f6g7-8901-bcde-f12345678901,RG-PROD-MARGE,"/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/RG-PROD-MARGE/providers/Microsoft.Storage/storageAccounts/thomas,collinsandgibson-sa-973",Standard_GRS,Running,Succeeded,Marge-automation,69.63,Compliant,enabled,1,,true,enabled,UserAssigned,Wave 4,Complete,,"res-happen-546,res-maybe-222,res-bill-453"
lb-uat-left-054,Microsoft.Network/loadBalancers,east-us,Marge,uat,CC002,2024-12-27,2025-01-18,Environment:uat;Owner:Marge;Project:Migration,a1b2c3d4-e5f6-7890-abcd-ef1234567890,resourcegroup-uat-take,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/resourcegroup-uat-take/providers/Microsoft.Network/loadBalancers/lb-uat-left-054,Standard,Stopped,Succeeded,,29.41,Compliant,true,no,nsg-uat-2,False,Enabled,UserAssigned,WAVE 2,InProgress,,
"rodriguez,marshandspears-nsg-957",Microsoft.Network/networkSecurityGroups,east-us,Lisa,development,CC001,2023-12-30,2025-02-02,,a1b2c3d4-e5f6-7890-abcd-ef1234567890,RG-DEVELOPMENT-LISA,"/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/RG-DEVELOPMENT-LISA/providers/Microsoft.Network/networkSecurityGroups/rodriguez,marshandspears-nsg-957",Standard,Failed,InProgress,,1.74,UNKNOWN,no,true,nsg-development-8,False,Enabled,None,WAVE 2,not started,SPNF-CONTAIN-069,"res-old-309,res-collection-786"
springfield-kv-last-prod,Microsoft.KeyVault/vaults,eastus,Lisa,prod,NUCLEAR_OPS,2023-11-15,2025-03-26,"Environment=prod,Owner=Lisa,CostCenter=NUCLEAR_OPS",b2c3d4e5-f6g7-8901-bcde-f12345678901,Lisa-prod-rg,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/Lisa-prod-rg/providers/Microsoft.KeyVault/vaults/springfield-kv-last-prod,Basic,STOPPED,Failed,,36.56,N/A,no,0,,true,,system-assigned,Wave 4,not started,SPNF-REALLY-239,
appdevindividual16,Microsoft.Web/sites,east-us,Lisa,dev,CC002,2023-06-27,2024-12-25,"Environment=dev,Owner=Lisa,CostCenter=CC002",c3d4e5f6-g7h8-9012-cdef-123456789012,rg-dev-lisa,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/rg-dev-lisa/providers/Microsoft.Web/sites/appdevindividual16,Standard,Stopped,InProgress,,109.77,Non-Compliant,True,1,nsg-dev-1,False,,system-assigned,WAVE 2,Complete,,
ciTestdescribe97,Microsoft.ContainerInstance/containerGroups,uk-south,Lisa,Test,CC003,2024-08-14,2024-10-25,"env=test,owner=lisa,department=nuclear",a1b2c3d4-e5f6-7890-abcd-ef1234567890,RG-TEST-LISA,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/RG-TEST-LISA/providers/Microsoft.ContainerInstance/containerGroups/ciTestdescribe97,Basic,Running,Failed,,326.54,N/A,False,disabled,nsg-Test-9,no,Disabled,system-assigned,WAVE 2,NotStarted,,
vm-qa-history-961,Microsoft.Compute/virtualMachines,westus,Milhouse,qa,NUCLEAR_OPS,2024-08-06,2025-04-11,Environment:qa;Owner:Milhouse;Project:Migration,c3d4e5f6-g7h8-9012-cdef-123456789012,RG-QA-MILHOUSE,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/RG-QA-MILHOUSE/providers/Microsoft.Compute/virtualMachines/vm-qa-history-961,Standard_B2s,running,Succeeded,,241.81,UNKNOWN,yes,True,nsg-qa-4,1,Disabled,UserAssigned,Wave 3,Complete,SPNF-FORM-991,
matthews-bailey-sa-452,Microsoft.Storage/storageAccounts,East US,Marge,PROD,NUCLEAR_OPS,2024-06-13,2025-02-07,,c3d4e5f6-g7h8-9012-cdef-123456789012,Marge-PROD-rg,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/Marge-PROD-rg/providers/Microsoft.Storage/storageAccounts/matthews-bailey-sa-452,Standard_GRS,Updating,Succeeded,,233.34,UNKNOWN,false,yes,nsg-PROD-3,enabled,Disabled,None,Wave 4,Failed,SPNF-CONSIDER-291,
nsgtestreport20,Microsoft.Network/networkSecurityGroups,uksouth,Lisa,test,CC001,2023-10-06,2024-06-05,"owner=Lisa,env=test,cost_center=CC001,backup=required",c3d4e5f6-g7h8-9012-cdef-123456789012,resourcegroup-test-remember,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/resourcegroup-test-remember/providers/Microsoft.Network/networkSecurityGroups/nsgtestreport20,Premium,Updating,succeeded,,18.81,N/A,no,1,nsg-test-10,false,Not Configured,SystemAssigned,Wave 1,Failed,SPNF-BUY-167,
springfield-vnet-but-uat,Microsoft.Network/virtualNetworks,uksouth,Marge,uat,,2024-04-20,2025-03-10,"env=uat,owner=marge,department=nuclear",b2c3d4e5-f6g7-8901-bcde-f12345678901,Marge-uat-rg,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/Marge-uat-rg/providers/Microsoft.Network/virtualNetworks/springfield-vnet-but-uat,Basic,Stopped,Failed,,26.5,,no,true,nsg-uat-3,yes,,system-assigned,WAVE 2,InProgress,,
henderson-tucker-vm-939,Microsoft.Compute/virtualMachines,east-us,Bart,prod,,2024-12-13,2025-06-09,Environment:prod;Owner:Bart;Project:Migration,c3d4e5f6-g7h8-9012-cdef-123456789012,rg-prod-bart,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/rg-prod-bart/providers/Microsoft.Compute/virtualMachines/henderson-tucker-vm-939,Standard_B2s,Updating,Failed,azure-site-recovery,1261.65,compliant,yes,enabled,nsg-prod-7,disabled,enabled,system-assigned,WAVE 2,completed,,
